number of nodes,number of edges,depth,width,diameter
3,2,1,2,2
32,31,15,3,17
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
8,7,4,3,5
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
3,2,1,2,2
3,2,1,2,2
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,2,3,4
6,5,3,3,4
33,32,14,4,16
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
11,10,5,3,6
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
6,5,3,3,4
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
8,7,3,3,5
8,7,4,3,5
16,15,7,3,8
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,3,3,4
4,3,2,2,3
8,7,3,3,4
1,0,1,1,-1
1,0,1,1,-1
8,7,3,3,4
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
18,17,9,3,10
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
9,8,4,3,5
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
6,5,3,3,4
6,5,2,3,4
1,0,1,1,-1
8,7,3,3,5
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
56,55,14,8,21
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
13,12,4,5,8
35,34,14,4,16
15,14,5,5,9
1,0,1,1,-1
6,5,3,3,4
6,5,3,3,4
1,0,1,1,-1
20,19,8,4,8
10,9,5,3,6
3,2,1,2,2
21,20,10,3,12
27,26,11,4,12
1,0,1,1,-1
16,15,7,3,9
3,2,1,2,2
41,40,11,10,14
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
31,30,15,4,16
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
17,16,8,3,9
17,16,8,3,9
70,69,23,5,24
70,69,23,5,24
8,7,4,3,5
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
13,12,5,3,6
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
30,29,12,5,14
27,26,10,5,12
3,2,1,2,2
11,10,5,4,7
3,2,1,2,2
1,0,1,1,-1
27,26,10,5,12
30,29,12,5,14
27,26,10,5,12
22,21,8,5,10
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
6,5,3,3,4
8,7,4,3,5
3,2,1,2,2
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
8,7,4,3,5
23,22,6,6,11
3,2,1,2,2
10,9,3,4,6
27,26,7,5,10
1,0,1,1,-1
51,50,17,6,19
1,0,1,1,-1
1,0,1,1,-1
12,11,5,3,6
10,9,4,3,5
39,38,19,3,20
10,9,4,3,6
10,9,4,3,6
16,15,7,3,8
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
6,5,3,3,4
1,0,1,1,-1
3,2,1,2,2
46,45,13,5,14
46,45,13,5,14
1,0,1,1,-1
3,2,1,2,2
14,13,5,4,8
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
6,5,3,3,4
56,55,16,6,24
1,0,1,1,-1
3,2,1,2,2
19,18,9,4,10
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
10,9,4,3,6
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
4,3,2,2,3
91,90,19,13,21
1,0,1,1,-1
1,0,1,1,-1
24,23,11,3,13
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
19,18,9,3,10
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
31,30,13,4,15
12,11,5,4,7
3,2,1,2,2
6,5,3,3,4
6,5,3,3,4
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
15,14,5,5,9
39,38,14,5,16
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
23,22,11,3,12
1,0,1,1,-1
8,7,4,3,5
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
8,7,3,4,5
1,0,1,1,-1
20,19,8,4,10
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
10,9,4,3,6
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
16,15,7,3,8
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
20,19,9,3,11
22,21,10,3,12
14,13,4,8,5
14,13,4,8,5
150,149,8,37,15
154,153,8,37,16
3,2,1,2,2
37,36,14,5,15
63,62,20,8,22
3,2,1,2,2
29,28,11,4,12
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
4,3,2,2,3
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
10,9,5,3,6
14,13,7,3,8
12,11,6,3,7
39,38,18,3,20
28,27,13,3,14
14,13,6,3,8
16,15,7,3,8
14,13,6,3,8
1,0,1,1,-1
1,0,1,1,-1
57,56,13,8,24
96,95,27,9,29
1,0,1,1,-1
1,0,1,1,-1
25,24,10,5,13
1,0,1,1,-1
41,40,12,7,15
59,58,21,7,24
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
17,16,7,3,9
1,0,1,1,-1
1,0,1,1,-1
17,16,7,3,9
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
17,16,7,3,9
1,0,1,1,-1
1,0,1,1,-1
19,18,6,5,10
1,0,1,1,-1
10,9,4,5,6
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
12,11,5,3,7
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
10,9,4,5,6
8,7,3,3,5
19,18,7,4,10
8,7,3,3,5
6,5,3,3,4
8,7,3,3,5
19,18,7,4,10
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
39,38,14,5,15
1,0,1,1,-1
1,0,1,1,-1
68,67,23,6,24
68,67,23,6,24
68,67,23,6,24
68,67,23,6,24
68,67,23,6,24
68,67,23,6,24
68,67,23,6,24
68,67,23,6,24
68,67,23,6,24
68,67,23,6,24
3,2,1,2,2
68,67,23,6,24
68,67,23,6,24
68,67,23,6,24
68,67,23,6,24
68,67,23,6,24
68,67,23,6,24
68,67,23,6,24
10,9,3,4,6
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
10,9,5,3,6
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
35,34,11,5,12
12,11,4,6,5
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
6,5,3,3,4
3,2,1,2,2
8,7,4,3,5
6,5,3,3,4
1,0,1,1,-1
9,8,4,3,6
1,0,1,1,-1
1,0,1,1,-1
9,8,4,3,6
1,0,1,1,-1
1,0,1,1,-1
9,8,4,3,6
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
12,11,4,5,7
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
10,9,3,4,6
5,4,2,3,3
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
10,9,3,4,6
1,0,1,1,-1
6,5,2,3,4
47,46,14,6,16
1,0,1,1,-1
5,4,2,3,3
18,17,7,4,10
3,2,1,2,2
29,28,10,6,12
12,11,6,3,7
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
6,5,3,3,4
16,15,8,3,9
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
15,14,7,3,8
1,0,1,1,-1
1,0,1,1,-1
10,9,5,3,6
8,7,4,3,5
11,10,5,3,6
8,7,4,3,5
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
16,15,6,5,9
6,5,3,3,4
6,5,3,3,4
8,7,3,4,5
26,25,9,6,11
12,11,5,3,6
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
14,13,4,5,7
10,9,3,4,6
6,5,3,3,4
13,12,5,3,7
10,9,4,3,5
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
8,7,4,3,5
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
6,5,3,3,4
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
8,7,3,3,5
1,0,1,1,-1
8,7,3,3,5
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
6,5,2,3,4
6,5,2,3,4
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
9,8,4,3,5
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
6,5,3,3,4
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
15,14,6,4,8
13,12,4,5,8
15,14,5,5,9
43,42,16,5,17
137,136,34,10,36
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
15,14,8,3,9
3,2,1,2,2
6,5,2,3,4
16,15,4,5,7
14,13,6,3,8
8,7,4,3,5
6,5,3,3,4
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,2,3,4
67,66,11,12,19
37,36,15,4,16
3,2,1,2,2
1,0,1,1,-1
8,7,4,3,5
18,17,9,3,10
42,41,15,5,21
19,18,8,4,11
16,15,8,3,9
61,60,29,4,30
4,3,2,2,3
6,5,3,3,4
1,0,1,1,-1
3,2,1,2,2
39,38,12,7,13
1,0,1,1,-1
3,2,1,2,2
6,5,2,3,4
3,2,1,2,2
17,16,7,5,8
3,2,1,2,2
20,19,7,5,8
1,0,1,1,-1
3,2,1,2,2
6,5,3,3,4
12,11,6,3,7
1,0,1,1,-1
6,5,2,3,4
3,2,1,2,2
8,7,4,3,5
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
23,22,11,3,13
3,2,1,2,2
10,9,4,3,6
8,7,3,3,5
1,0,1,1,-1
10,9,3,4,6
3,2,1,2,2
3,2,1,2,2
6,5,3,3,4
3,2,1,2,2
3,2,1,2,2
6,5,3,3,4
3,2,1,2,2
3,2,1,2,2
6,5,3,3,4
3,2,1,2,2
3,2,1,2,2
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
6,5,3,3,4
3,2,1,2,2
23,22,8,7,9
19,18,6,5,10
3,2,1,2,2
3,2,1,2,2
10,9,5,3,6
1,0,1,1,-1
6,5,3,3,4
8,7,4,3,5
8,7,4,3,5
6,5,3,3,4
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
12,11,3,5,6
12,11,3,5,6
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
18,17,9,3,10
13,12,5,4,7
3,2,1,2,2
1,0,1,1,-1
14,13,7,3,8
1,0,1,1,-1
9,8,3,4,5
1,0,1,1,-1
9,8,3,4,5
1,0,1,1,-1
9,8,3,4,5
1,0,1,1,-1
10,9,4,5,6
19,18,6,5,10
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
8,7,3,3,5
1,0,1,1,-1
8,7,4,3,5
3,2,1,2,2
17,16,7,3,8
8,7,4,3,5
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
8,7,4,3,5
10,9,5,3,6
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
12,11,4,5,7
1,0,1,1,-1
12,11,5,3,7
18,17,9,3,10
14,13,7,3,8
1,0,1,1,-1
8,7,3,3,5
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
164,163,42,11,45
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
10,9,5,3,6
3,2,1,2,2
1,0,1,1,-1
8,7,4,3,5
12,11,4,4,7
1,0,1,1,-1
11,10,5,3,6
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
13,12,6,4,8
8,7,4,3,5
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
16,15,6,4,9
3,2,1,2,2
1,0,1,1,-1
5,4,2,3,3
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
16,15,7,3,8
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
8,7,4,3,5
6,5,3,3,4
8,7,4,3,5
14,13,7,3,8
8,7,4,3,5
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
10,9,4,3,6
5,4,2,3,3
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
8,7,4,3,5
8,7,4,3,5
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
3,2,1,2,2
3,2,1,2,2
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
40,39,20,3,21
35,34,17,3,18
10,9,4,3,6
6,5,3,3,4
149,148,52,9,53
3,2,1,2,2
1,0,1,1,-1
64,63,17,8,24
1,0,1,1,-1
8,7,4,3,5
9,8,4,3,6
1,0,1,1,-1
10,9,5,3,6
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
8,7,3,3,5
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
30,29,12,4,14
30,29,12,4,14
1,0,1,1,-1
14,13,7,3,8
1,0,1,1,-1
25,24,10,4,12
23,22,11,4,12
6,5,3,3,4
3,2,1,2,2
22,21,10,3,11
1,0,1,1,-1
1,0,1,1,-1
9,8,4,3,5
1,0,1,1,-1
10,9,5,3,6
1,0,1,1,-1
29,28,14,3,15
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,2,3,4
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
10,9,5,3,6
8,7,4,3,5
11,10,4,3,6
74,73,22,10,24
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
12,11,5,3,7
1,0,1,1,-1
1,0,1,1,-1
135,134,57,8,58
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
5,4,2,3,3
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
9,8,4,3,5
26,25,10,5,12
1,0,1,1,-1
4,3,2,2,3
1,0,1,1,-1
1,0,1,1,-1
8,7,4,3,5
8,7,4,3,5
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
6,5,2,3,4
10,9,5,3,6
8,7,4,3,5
3,2,1,2,2
1,0,1,1,-1
8,7,4,3,5
8,7,4,3,5
1,0,1,1,-1
6,5,3,3,4
3,2,1,2,2
1,0,1,1,-1
12,11,5,3,7
12,11,5,3,7
1,0,1,1,-1
10,9,5,3,6
12,11,5,3,7
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
22,21,8,5,9
13,12,6,3,7
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
12,11,5,3,7
10,9,4,3,6
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
9,8,5,3,6
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
8,7,3,3,5
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
8,7,4,3,5
16,15,7,3,9
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
10,9,4,3,6
10,9,4,3,6
10,9,4,3,6
1,0,1,1,-1
8,7,3,4,5
3,2,1,2,2
10,9,3,5,5
1,0,1,1,-1
8,7,3,4,5
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
8,7,3,4,5
3,2,1,2,2
15,14,5,5,7
10,9,4,3,6
10,9,4,3,6
15,14,5,5,7
15,14,5,5,7
10,9,4,3,6
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
10,9,4,3,5
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
20,19,9,3,10
6,5,3,3,4
8,7,4,3,5
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
35,34,13,5,17
3,2,1,2,2
3,2,1,2,2
8,7,4,3,5
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
38,37,12,6,17
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
5,4,2,3,3
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
6,5,3,3,4
174,173,22,23,25
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
6,5,2,3,4
8,7,4,3,5
3,2,1,2,2
3,2,1,2,2
8,7,3,3,5
3,2,1,2,2
1,0,1,1,-1
24,23,9,5,12
24,23,9,5,12
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
10,9,5,3,6
1,0,1,1,-1
1,0,1,1,-1
38,37,16,5,17
3,2,1,2,2
10,9,4,3,6
1,0,1,1,-1
8,7,4,3,5
8,7,4,3,5
15,14,6,4,9
14,13,4,5,7
14,13,4,5,7
25,24,8,5,10
6,5,2,3,4
6,5,2,3,4
1,0,1,1,-1
43,42,12,8,16
16,15,8,3,9
16,15,8,3,9
16,15,8,3,9
16,15,8,3,9
16,15,8,3,9
16,15,8,3,9
16,15,8,3,9
16,15,8,3,9
16,15,8,3,9
16,15,8,3,9
16,15,8,3,9
16,15,8,3,9
16,15,8,3,9
16,15,8,3,9
3,2,1,2,2
148,147,24,25,27
148,147,24,25,27
148,147,24,25,27
148,147,24,25,27
148,147,24,25,27
148,147,24,25,27
148,147,24,25,27
148,147,24,25,27
148,147,24,25,27
148,147,24,25,27
148,147,24,25,27
148,147,24,25,27
148,147,24,25,27
148,147,24,25,27
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
68,67,23,6,24
68,67,23,6,24
68,67,23,6,24
68,67,23,6,24
68,67,23,6,24
68,67,23,6,24
68,67,23,6,24
8,7,3,3,5
6,5,2,3,4
6,5,2,3,4
1,0,1,1,-1
17,16,7,5,8
17,16,7,5,8
3,2,1,2,2
49,48,8,12,12
1,0,1,1,-1
15,14,7,4,9
102,101,34,7,36
6,5,3,3,4
6,5,3,3,4
22,21,6,5,9
1,0,1,1,-1
8,7,4,3,5
10,9,5,3,6
6,5,3,3,4
8,7,4,3,5
9,8,4,3,5
1,0,1,1,-1
6,5,3,3,4
6,5,3,3,4
8,7,4,3,5
3,2,1,2,2
1,0,1,1,-1
6,5,2,3,4
11,10,4,3,6
5,4,2,3,3
1,0,1,1,-1
13,12,5,3,7
25,24,8,5,11
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
21,20,8,4,11
23,22,8,5,12
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
22,21,9,4,11
3,2,1,2,2
11,10,5,3,6
1,0,1,1,-1
21,20,10,3,11
1,0,1,1,-1
16,15,7,3,8
3,2,1,2,2
8,7,4,3,5
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
14,13,7,3,8
10,9,5,3,6
12,11,6,3,7
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
23,22,11,3,12
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
7,6,4,3,4
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
8,7,3,3,4
8,7,3,3,4
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
